Nombre,Citas,Correo,Afiliación,Temas de Interés
Alex Palma-Cando,907,yachaytech.edu.ec,Yachay Tech University,"Electrochemistry, Materials Science, Porous Materials, Sensing, Organic electronics"
Leonardo Vera Azaf,906,flacso.edu.ec,FLACSO-Ecuador and Universidad Central de Venezuela-Caracas,"Development Macroeconomics, Public Policy, Post Keynesian Economics, Financial Development and Public Policy"
GABRIELA CORREA,905,ube.edu.ec,Univerdidad,inicial y basica
Nancy Graciela Ulloa Erazo,904,pucesi.edu.ec,PUCE-SI,Comunicación organizacional
Héctor Gutiérrez-Espinoza,904,udla.edu.ec,"Universidad de las Américas, Quito, Ecuador","Physical Therapy, Distal Radius Fracture, Shoulder Impingement Syndrome, Rotator Cuff Disorders, Exercise Therapy"
VICTORIA EUGENIA GARCIA CASAS,903,ug.edu.ec,victoria.garciac@ug.edu.ec,nutrición
Luis Alejandro Ramos,901,udla.edu.ec,Docente/Investigador UDLA,Química / Alimentos / Agricultura
TITO GABRIEL VILLAMAR VERA,901,unemi.edu.ec,"Estudiante de Trabajo Social , Universidad Estatal de Milagro ""UNEMI""",trabajo social
Alfredo González Morales,900,puce.edu.ec,Docente - Investigador Universitario,Pedagogía y Filología
"Prof. Yury Rosales-Ricardo, Ph.D.",900,unach.edu.ec,"Profesor Investigador, Universidad Nacional de Chimborazo, Ecuador. Investigador …","Actividad Física y Salud, Masajes, Rehabilitación, Antropología Nutricional, Salud Mental"
Marina Calvo Rodriguez,900,uti.edu.ec,Docente Universidad Tecnológica Indoamérica,"Psiquiatría, Neurología, Medicina, Neurociencias"
Anita Gabriela Villacis Salazar,899,puce.edu.ec,Centro de Investigación para la Salud en América Latina (CISeAL) Pontificia Universidad,"Medical entomology, Chagas disease, Triatomines, Education, Prevention"
Alfredo Valarezo,898,usfq.edu.ec,"Professor of Mechanical Engineering, College of Engineering, Universidad San Francisco …","Coatings, Wear, Corrosion Protection, Thermal Spray Coatings, Clean Cooking"
Jhon Alejandro Boza Valle,897,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,"Emprendimiento, EPS, Empresa, Ciencias Económicas"
Pablo G. Peña-Tapia,896,uazuay.edu.ec,"Neurocirujano Neuro Oncología SOLCA,  Hospital del Río, Investigador grupo GiMat UPS …","Microneurosurgery, Cerebrovascular Diseases, Brain Tumors, Neuroendoscopy, 3D Printing"
EVELYN SUSANA CAJAMARCA SOLANO,895,unemi.edu.ec,Universidad Estatal De Milagro Semipresencial,"Investigación, Filosofìa, Comunicaciòn"
Rolando Alvarez,894,aitec.edu.ec,"Pro Rector, AITEC",Big data e Inteligencia de negocios
Enrique Cabanilla,891,uce.edu.ec,Universidad Central del Ecuador,"Tourism development, community tourism, tourism market research, tourism planning, rural tourism"
CARLOS ANIBAL MANOSALVAS VACA,890,uea.edu.ec,Universidad Estatal Amazónica,
TATIANA ELIZABETH VERA BUENO,890,unemi.edu.ec,Estudiante UNEMI,"DISCRIMINACION VISUAL INFANTIL, ESTRATEGIAS LUDICAS INFANTILES, CLASES DIDACTICAS, NARRACIÓN DE CUENTOS, DESARROLLO DE CAPACIDA"
Judith Galarza Lopez,889,sangregorio.edu.ec,Decana Medicina Universidad San Gregorio de Portoviejo,Medicina
Carlos Marcelo Avila-Mediavilla,888,ucacue.edu.ec,"Docente, Universidad Católica de Cuenca","Educación Física, Deportes y Recreación"
SANTIAGO MIGUEL ULLOA CORTAZAR,885,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Agronomy, Weed Science"
selena cuzme,885,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,todos los campos de investigación
María Fernanda López Sandoval,884,flacso.edu.ec,FLACSO Ecuador,"Geografía humana, Gobernanza territorial, Sistemas socio-ecológicos, Usos de suelo, Desarrollo rural"
"Boletín Técnico, Serie Zoológica",882,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Anatomía Animal, Veterinaria, Zoología Aplicada, Etología, Diversidad Animal"
Gelmar Garcia Vidal,880,ute.edu.ec,Universidad UTE,Administración. Finanzas. Marketing …
Jorge Edwin Ormaza Andrade,879,ucacue.edu.ec,Universidad Católica de Cuenca,Administración
Juan Carlos Torres-Diaz,877,utpl.edu.ec,Universidad Técnica Particular de Loja / Revista Comunicar,"e-learning, sociedad de la información"
Anthony torres,877,utelvt.edu.ec,Estudiante,Pedagogía Lengua y Literatura.
Carmen Vaca-Ruiz (ORCID:0000-0002-0474-1901),876,espol.edu.ec,"Professor of Computer Science, Escuela Superior Politécnica del Litoral (04qenc566) …","Urban computing, Social networks mining, Political communication, Natural Language Processing"
Andrés Peralta,876,puce.edu.ec,"Instituto de Salud Pública, Pontificia Universidad Católica del Ecuador",Salud Pública
Byron Freire Paspuel,876,udla.edu.ec,Universidad de las Americas (Ecuador),"Molecular Genetics, Molecular Biology, SARS-CoV-2, VLP-based Vaccines"
Myriam Hernández Alvarez,874,epn.edu.ec,Escuela Politécnica Nacional,"Informática, Procesamiento de Lenguaje Natural, Seguridad cognitiva"
CARLOS ALCIVAR TREJO,874,ecotec.edu.ec,"Docente de Derecho, Universidad Ecotec","Derecho Romano, Derecho Civil"
CARLOS ALBERTO SALAO CHAMORRO,874,istvr.edu.ec,,
Maria Leonor Parrales Poveda,872,unesum.edu.ec,UNIVERSIDAD ESTATAL DEL SUR DE MANABÍ,"Educación, administración, emprendimiento, innovación"
Michael Uzendoski,870,flacso.edu.ec,Flacso-Ecuador,"Anthropology, Ecuador, Quechua, Storytelling, Mythology"
Pierina Macias Vasquez,870,ug.edu.ec,ESTUDIANTE DE LA UNIVERSIDAD DE GUAYAQUIL,pedagogia
Mirari Y. Arancibia,868,uta.edu.ec,Technical University of Ambato,Microbiología
Jesús López-Villada,866,uisek.edu.ec,Universidad Internacional SEK,"Solar heating and cooling, HVAC&R, buildings energy efficiency, air quality"
Isarelis Pérez Ones,866,flacso.edu.ec,"PhD student, FLACSO-Ecuador",Políticas Públicas
Luis Felipe Urquiza Aguiar,865,epn.edu.ec,Escuela Politécnica Nacional,"ad hoc networks, 5G, routing protocols, privacy, AI"
GONZALEZ OSORIO BETTY BEATRIZ,863,uteq.edu.ec,UNIVERSIDAD TECNICA ESTATAL DE QUEVEDO,"DESARROLLO RURAL, SEGURIDAD ALIMENTARIA, BIODIVERSIDAD Y SERVICIOS …, ECONOMIA AGRICOLA-AMBIENTAL"
Nicolás Cuvi,862,flacso.edu.ec,"Departamento de Antropología, Historia y Humanidades, FLACSO Ecuador","Historia de la ciencia, historia ambiental, cambio climático, ética ambiental, ecología urbana"
CARLOS GABRIEL MORALES TORRES,862,uea.edu.ec,ESTUDIANTE,INGENIERIA  AMBIENTAL
KARINA MADELEN MORALES SEGURA,862,unemi.edu.ec,,
MARIO PERALTA,860,cenecuador.edu.ec,,
Marcelo Grijalva,859,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Molecular diagnostics, nanomedicine"
mktDESCUBRE,856,espoch.edu.ec,Escuela Superior Politécnica de Chimborazo,"Gestión de Marketing, Gestión Educativa, Gestión Financiera, Gestión Empresarial, Gestión Artística y Cultura"
Carlos Reyes Valenzuela,855,uasb.edu.ec,"Programa Andino de Derechos Humanos, Universidad Andina Simón Bolívar, sede Ecuador","Derechos Humanos, Psicología Social, Psicología Política, Desastres, Cultura de Paz"
Pamela Merino-Salazar,853,uisek.edu.ec,"Universidad Internacional SEK, Ecuador","Medical and Health Sciences, Epidemiology and Public Health, Occupational Health"
Fredy Taipe,852,uce.edu.ec,Universidad Central del Ecuador,Inteligencia emocional en dos contextos …
Alex D. Estrada-García,851,unae.edu.ec,Titular Professor in the National University of Education (UNAE) in Ecuador,"Philosophy, Education, ICT, Transdisciplinary, Environmental sciences"
Diana Guaya,851,utpl.edu.ec,Universidad Técnica Particular de Loja,Adsorción y Catálisis
Roldán Torres Gutiérrez,850,ikiam.edu.ec,Universidad Regional Amazónica ikiam,"Biotechnology, Microbiology, Molecular Biology"
John Campuzano Vásquez,850,utmachala.edu.ec,Profesor Universidad Técnica de Machala,"Economía, Desarrollo Económico, Econometría, Competitividad"
sara Latorre,849,epn.edu.ec,Escuela Politécnica nacional. Facultad de Ciencias Administrativas,"ecologia politica, economia ecologica, sociedad y ambiente"
Linda Guamán,848,ute.edu.ec,Researcher. Universidad UTE,"Microbiology, Biotechnology, Bioenergy, Synthetic Biology"
Cintia Quiliconi,848,flacso.edu.ec,"FLACSO Ecuador, Profesora principal, Coordinadora Depto Estudios Internacionales y …","economía política internacional, regionalismo"
Lenin Campozano,847,epn.edu.ec,Departamento de Ingenieria Civil y Ambiental. Escuela Politécnica Nacional. Ecuador,"Rainfall, Climate in South America, ENSO, Climate Change and variability, Dynamical and statistical downscaling"
Torres-Carrion Pablo Vicente,845,utpl.edu.ec,Profesor Titular Universidad Técnica Particular de Loja,"Human-Computer Interaction, Ambient Intelligence, Multimodal Interaction, User Affective Experience, Digital Literacy"
Jorge Balladares-Burgos,845,uasb.edu.ec,Universidad Andina Simón Bolívar,"TIC, Educación, Educación Digital, Educación virtual, Aprendizaje Digital"
Edwin Vera,844,epn.edu.ec,Escuela Politécnica Nacional,
Ángel Guzmán Cedeño,844,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,"Investigación, Agropecuaria"
Renato León,842,usfq.edu.ec,Universidad San Francisco De Quito. Laboratorio de Entomología Médica & Medicina …,"entomology, tropical medicine, vector, insects."
Ruth Yadira Sumba-Bustamante,841,unesum.edu.ec,Docente Carrera Administración de Empresas-UNESUM,"Administración, mipymes, planificación estratégica"
Tania Cristina Toala Ortiz,838,utelvt.edu.ec,estudiante universitario,varias areas
Marisol Wong-Villacres,837,espol.edu.ec,"Escuela Superior Politécnica del Litoral (ROR 04qenc566), Ecuador. ORCID: 0000-0002 …","Human-Computer Interaction, Assets-based Design, Community-based work, Work with Vulnerable Groups"
Pablo Ortiz Tirado (ORCID: 0000-0001-5063-4560),836,ups.edu.ec,Professor of Local Development - Universidad Politécnica Salesiana Ecuador,"Local Development, Indigenous Peoples, Environmental Conflicts"
alina ramirez,836,uea.edu.ec,Universidad Estatal Amazónica,"Veterinaria, zootecnia, ambiental"
yenima hernandez rodriquez,836,ucacue.edu.ec,Docente. Investigador Auxiliar. UCACUE,"Sexualidad, Salud Sexual, salud mental"
GENESIS ESTEFANIA PEREZ CARRILLO,834,unemi.edu.ec,UNEMI,Educación Inicial
Tannya Lozada,833,udla.edu.ec,,"Climate Change, Agroecology, Landscape planning"
Carolina Reyes-Puig,833,usfq.edu.ec,"Instituto de Biodiversidad Tropical iBIOTROP y Museo de Zoología, Universidad San …","Herpetología, Taxonomía, Conservación, Biodiversidad, Ecología"
Laura Scalvenzi,833,uea.edu.ec,Universidad Estatal Amazónica,Biotecnologia
Alvaro Barragán,833,puce.edu.ec,Profesor de Entomología y Zoología de Invertebrados,"Entomología, manejo integrado de plagas, Ecología"
MELANI YAMILET QUINTO VILLAMAR,833,unemi.edu.ec,Estudiante Unemi,"DISCRIMINACION VISUAL INFANTIL, ESTRATEGIAS LUDICAS INFANTILES, CLASES DIDÁCTICAS"
KATIUSKA NICOLE CHIRIGUAYA CASTRO,833,unemi.edu.ec,ESTUDIANTE UNEMI,"DISCRIMINACION VISUAL, ESTRATEGIAS LUDICAS INFANTILES, CLASES DIDACTICAS"
Johana Ortiz-Ulloa,830,ucuenca.edu.ec,Cuenca University,"Food analysis, Food Safety, Nutrition"
Lisbeth Anabella Cazorla Rodriguez,830,ueb.edu.ec,Estudiante- Universidad Estatal de Bolivar,"Cuidados en enenfermeria, farmacologia, anatomia"
CARLOS MARIA NOCEDA ALONSO,829,espe.edu.ec,BIOCEMP/Biotec. Industrial. Dept. Ciencias de la Vida. Universidad de las Fuerzas Armadas …,"Molecular evolution, prebiotic evolution"
Evelyn Andreina Garcia Castillo,829,utelvt.edu.ec,,"trabajo social, educación"
SEBAS CAZA MORALES,829,ube.edu.ec,Universidad Bolivariana del Ecuador,"software, aplicaciones"
Claudia Storini,828,uasb.edu.ec,Profesora de Derecho Constitucional,
Jairo Rivera,828,uasb.edu.ec,"Universidad Andina Simón Bolívar, Sede Ecuador","políticas públicas, economía"
Oscar José Alejo Machado,824,bolivariano.edu.ec,Centro Internacional de Investigación - CCGECON,"Inteligencia Artificial, Ciencias de la Computación, Ciudades Inteligentes"
Jesús Ramón  Aranguren Carrera,824,upec.edu.ec,Universidad Politécnica Estatal del Carchi,"Educación, agroecología"
Verónica García Ibarra,823,upec.edu.ec,"profesora de Finanzas, Universidad Politécnica Estatal del Carchi","Administración, Personalidad, Finanzas"
Claire Muslin,823,udla.edu.ec,Universidad de las Américas,"Virology, Infectious Diseases, RNA viruses, Molecular epidemiology"
Guillermo Soriano (ORCID: 0000-0003-2314-4712),822,espol.edu.ec,"Professor of Mechanical Engineering, Escuela Superior Politécnica del Litoral (ROR …","Heat Transfer, Energy."
BERNARDO JOSE VEGA CRESPO,822,ucuenca.edu.ec,Universidad de Cuenca,"Salud Sexual, Patología Cervical"
Paul Vargas Jentzsch,821,epn.edu.ec,"Departamento de Ciencias Nucleares, Escuela Politécnica Nacional","Environmental chemistry, detection of adulteration, Raman spectroscopy, water treatment, analytical chemistry"
Espinoza-Guano Mónica,819,uti.edu.ec,Facultad de Ciencias Administrativas - universidad Indoamerica,Producción. Seguridad Industrial
Marcelo Mancheno Saá -,818,uta.edu.ec,Universidad Técnica de Ambato - https://orcid.org/0000-0001-6381-2717,"marketing, logística, administración, Innovación, Conducta del Consumidor"
Jessica Perez (ORCID:0000-0001-7853-2988),817,unae.edu.ec,"profesor de basica, universidad unae","matematicas, inclusión, enseñanza aprendizaje"
Miguel Angel Quiroz Martinez (ORCID:0000-0002-8369-1913),816,ups.edu.ec,Professor of Information Systems - Universidad Politécnica Salesiana Ecuador - GIIAR,"Vision, Programming, Neural Networks, Artificial Intelligence, Mobile Development"
Jorge E. Celi,815,ikiam.edu.ec,Universidad Regional Amazónica Ikiam,"ecology, conservation, sustainability, etc"
Nelson Garcia Reinoso,815,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,"Turismo, Emprendimiento, Negocios"
Ana Delia Barrera Jimenez,814,unae.edu.ec,Profesora de Lengua y Literatura,"Lengua, Didáctica de la Lengua y la Literatura, motivación hacia el aprendizaje, Formación de docentes, Enseñanza de la inve"
Marco Antonio Altamirano Benavides,814,unibe.edu.ec,Universidad Iberoamericana del Ecuador / Universidad Central del Ecuador,"Ecofisiologia, Ecologia Termal, Ecologia de Comunidades, Conservación, Herpetofauna"
Fernando Lara Lara,813,pucesd.edu.ec,Pontificia Universidad Católica del Ecuador,"Teoría de la educación, salud y educación, Buen Vivir, Política Educativa, cultura política"
Paul Székely,812,utpl.edu.ec,"Universidad Técnica Particular de Loja, Museo de Zoología (MUTPL)","Systematics, biogeography, evolutionary ecology, and conservation of amphibians"
JOSE DANIEL FIGUEROA VARGAS,812,unemi.edu.ec,Universidad Estatal De Milagro,
Sofia Ocana-Mayorga,811,puce.edu.ec,"Profesor Agregado, Pontificia Universidad Católica del Ecuador","Enfermedades infecciosas, malaria, chagas"
Reinaldo Alemán Pérez,810,uea.edu.ec,Universidad Estatal Amazonica,"Agronomia, Agroecologia, Sistemas de Producción"
Adriana Beatriz Sánchez Urdaneta ORCID= 0000-0003-3108-0296,810,utm.edu.ec,"Universidad del Zulia, Universidad Técnica de Manabí","Morfo-anatomia de plantas, fisiologia vegetal, Biofisica vegetal"
Karel Diéguez-Santana,810,ikiam.edu.ec,Universidad Regional Amazónica Ikiam,"Environmental Engineering, Chemoinformatics, Chemical Engineering"
Julio C. Chacón-Torres,809,yachaytech.edu.ec,Yachay Tech University,"Graphene, Carbon Nanotubes, Raman"
Patricio Ricardo Humanante Ramos,808,unach.edu.ec,"Professor, Educational Technology Research, National University of Chimborazo (UNACH)","Programation Languages, Mobile Learning, Personal Learning Environments"
Roberto Arriaga,807,istvr.edu.ec,alumno de comercio exterior,comerio
Cesar Costa Vera,806,epn.edu.ec,"Departamento de Física, Escuela Politecnica Nacional","lasers, spectroscopy, optics, nanosciences, laser mass spectrometry"
Rogelio Suárez Mella,806,utm.edu.ec,"Profesor de administración, Universidad Técnica de Manabí","Administración de empresas, logística, gestión de la innovación, gestión turística."
SOFIA VIVIANA PONCE MORAN,806,unemi.edu.ec,,
Alisson Maoly Cruz Endara,805,upse.edu.ec,Estudiante de Medicina Veterinaria de la Universidad Estatal Península de Santa Elena …,"Medicina Veterinaria, Bienestar Animal, Animales Domésticos, Animales de Producción, Patología"
"Isidro Fierro, PhD",804,uees.edu.ec,Universidad Espíritu Santo,"Internationalization of Higher Education, Leadership, Intercultural Competencies, International Negotiations"
Manuel Bayón Jiménez,803,flacso.edu.ec,Karlsruhe Institute of Technology,"urbanización, Amazonía, disputas territoriales, antipatriarcado"
Rafael Eduardo Ron Amores,802,ecotec.edu.ec,"Docente Titular, Universidad ECOTEC - Universidad de Córdoba","Contabilidad, Finanzas, Tributación, Banca, Auditoría"
Vanessa Acosta de Matheus,801,utm.edu.ec,"Profesor Titular,. Universidad Técnica de  Manabí Manabí","Ecología aplicada, Acuicultura, Ecotoxicologia, Ecología de bivalvos marinos, Ecología de Manglares"
H. Mauricio Ortega Andrade (ORCID: 0000-0001-9464-3688),800,ikiam.edu.ec,IKIAM Universidad Regional Amazónica,"Systematic Biology, Conservarion Biology, Herpetology, Biogeography, Ecology"
SANDRA PATRICIA GALARZA TORRES,800,espe.edu.ec,Universidad de las Fuerzas Armadas - ESPE,"Liderazgo, Cultura Organizacional, Responsabilidad Social Empresarial, Género, Gestión y Desempeno Financiero"
José Varela-Aldás,800,uti.edu.ec,Universidad Indoamérica,"Robótica, Realidad Virtual, IoT"
