Nombre,Citas,Correo,Afiliación,Temas de Interés
Diego Mantilla,71,uce.edu.ec,Universidad Central del Ecuador,"Auditoría, Contable, Financiera, Administrativa, Gubernamental"
Miguel Angel Cobena Napa,71,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"Educación, Pedagogía, Ciencias de la Educación, Didáctica, Currículo"
Nadia Quevedo Pinos,71,upse.edu.ec,"Profesora, Universidad Estatal Península de Santa Elena","Carbono, micorrizas, agroecología, fertilidad de suelos"
Verónica Orellana-Navarrete,71,epn.edu.ec,"Estudiante de doctorado, Escuela Politécnica Nacional","Coproducción de conocimiento, innovación social, educación y TIC, gestión de la calidad en educación superior, innovación"
Natalia Donoso,71,utpl.edu.ec,Universidad Técnica Particular de Loja,constructed wetlands
Stefanic Luisiana  Zambrano Cagua,71,unemi.edu.ec,Estudiante de la Unemi,todas
Enrique Xavier Garcés-Freire,71,pucesa.edu.ec,Pontifica Universidad Católica del Ecuador Sede Ambato,"Usabilidad, Experiencia de Usuario, Emprendimiento, Accesibilidad, Inclusión digital"
Cabrera Cabrera Gladys Eulalia. ORCID:0000-0002-1771-8719,71,ucacue.edu.ec,"Docente, Universidad Católica de Cuenca",responsabilidad social universitaria
TANIA MENDOZA BASURTO,71,utelvt.edu.ec,,
Mercedes Villa-Achupallas,71,utpl.edu.ec,Universidad Técnica Particular de Loja,"Residuos Sólidos, Biogás, Buenas Prácticas, Digestión Anaerobia, Potencial Bioquímico de Metano"
Edwin Rivera N,71,faciag.utb.edu.ec,ING Agronomo,Agronomia en general
Elva Katherine Aguilar Morocho,71,utm.edu.ec,UNIVERSIDAD TÉCNICA DE MANABÍ,"Entrenamiento Deportivo, Preparación Física, Levantamiento de Pesas, Atletismo"
Juan José Santillán Iñiguez,71,ucuenca.edu.ec,Universidad de Cuenca,
Jaime Ramiro Morejón Vallejo (ORCID: 0000-0003-1736-9130),71,ups.edu.ec,"Docente investigador, Grupo de investigación CCDINA - Universidad Politécnica Salesiana","Journalism, Transmedia, Innovation"
Alejandra Gómez-Gordillo 0000-0002-2922-8856,71,utn.edu.ec,Universidad Yachay Tech,"salud, nutrición, alimentos"
Ing. María Fernanda Macias Arteaga,71,uleam.edu.ec,ULEAM,"ADMINISTRACION, ECONOMIA, FINANZAS"
VICTORIA CEVALLOS-BONILLA,71,uta.edu.ec,"PROFESORA DE QUIMICA, Universidad Tecnica de Ambato",
Segundo Alcides Garcia Muentes,71,utm.edu.ec,"Profesor Principal ULEAM Profesor Auxiliar UTM, Jefe de laboratorio clínico APROFE …",Procesos Químicos
"Ruiz-Pozo, Viviana A.",71,ute.edu.ec,Universidad UTE,"Genética, Biología Molecular, Epigenética"
ELSYE TERESA COBO LITARDO,71,uteq.edu.ec,UTEQ,EMPRENDIMIENTO
RITA PAOLA LEON PEREZ,70,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,Automatización y Control
Andrea Fabiola Piedra-Méndez (ORCID: 0000-0002-6420-5326),70,ups.edu.ec,Professor of Accounting - Universidad Politécnica Salesiana Ecuador - Accounting,"Finance, Accounting, Costs"
"Jorge Cañarte Alcívar, PhD.",70,utm.edu.ec,Profesor de la catedra de Inmunologia - Universidad Tecnica de Manabi. Portoviejo …,"Inmunologia clinica, Inmunodeficiencias, Autoinmunidad, Sistemas de Salud"
Wilson Perez Oviedo,70,flacso.edu.ec,Facultad Latinoamericana de Ciencias Sociales,"Economics, Mathematics"
Cosme Damian Mejia-Echeverria,70,utn.edu.ec,Universidad Técnica del Norte,"Bioingeniería, Diseño Mecatrónico"
Margarita del Pilar,70,umet.edu.ec,Luque Espinoza de los Monteros,ciencias psicológicas y pedagógicas
Lydia Torres-Torres(https://orcid.org/0000-0001-5853-6252),70,puce.edu.ec,"Pontificia Universidad Católica del Ecuador, Facultad de Enfermeria",Género y salud
Sandra Lucía Cobos Mora,70,ucacue.edu.ec,Profesora Titular - Investigadora,"Geoinformática, Teledetección, Sistemas de Información Geográfica, Estadística, Modelos computacionales"
Jairo Hidalgo,70,upec.edu.ec,"Profesor Redes, Universidad Politécnica Estatal del Carchi",COMPUTACIÓN/TELEMÁTICA
Alex Davila Frias,70,epn.edu.ec,"Associate Professor, Escuela Politécnica Nacional",
GUIDO RAFAEL TORRES MUÑOZ,70,espe.edu.ec,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE,DISEÑO MECÁNICO
Edwin Valencia G.,70,uti.edu.ec,"Profesor de Psicologia Organizacional y Recursos Humanos, Universidad Tecnológica …","Psicología Organizacional, Recursos Humanos, Comportamiento Organizacional"
Italo Pedro Bello Moreira,70,uleam.edu.ec,"Universidad Laica ""Eloy Alfaro"" de Manabi","Agroindustria, Ciencia y Tecnología de Alimentos"
Renè Tarco,70,est.ups.edu.ec,"Estudiante Ingeniería Mecánica,Universidad Politécnica Salesiana","Ingeniería, Ciencias de la Educación"
Raúl Alberto Mira,70,espol.edu.ec,Investigador,Visión por computador
Erica Lorenzo,70,upse.edu.ec,UPSE,"geologia, geologia del petroleo, geoquimica"
René Patricio Quitiaquez Sarzosa (ORCID: 0000-0003-0472-7154),70,ups.edu.ec,"Professor of Strength of Materiales, Mechanical Engineering Design - Universidad …","Machine Tools, Mechanical Engineering Design, Strength of Materiales"
Raul Gilberto Herraez Quezada,70,uniandes.edu.ec,Profesor de Ciencias Juridicas de UNIANDES cede Quevedo,Derecho civil
MARÍA RODRÍGUEZ CAMACHO,70,ug.edu.ec,"profesora,investigadora",Educación
Daniel Martínez,70,uce.edu.ec,Universidad Central del Ecuador - Universitat Jaume I,"Gestión del deporte, marketing, marketing deportivo"
Ricardo Palma Patiño,70,espol.edu.ec,Escuela Politécnica del Litoral,Toxinology
Jacqueline Guillen,70,utm.edu.ec,Docente en la Universidad Técnica de Manabí,Trabajo Social - Derecho
"Llanes-Serantes, Maribel.ORCID: 0000-0002-3794-1942",70,ucacue.edu.ec,"Profesora de Ortodoncia, Universidad Católica de Cuenca",Relatividad General
Rolando Teruel,70,espoch.edu.ec,ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO,CIENCIAS MÉDICAS. MEDICINA
Cecilia Jaramillo-Moreno,70,uce.edu.ec,Universidad Central del Ecuador-https://orcid.org/0000-0001-6989-9999,Gestión administrativa y financiera
Gandy Francisco Álvarez Enríquez,70,uniandes.edu.ec,"Profesor, Universidad Regional Autónoma de los Andes","Administración, Turismo, Comunicación"
Estefania Del Rocío Cevallos Rodríguez,70,uazuay.edu.ec,Universidad del Azuay,"Empresa y riesgos financieros, finanzas sostenibles"
Ivan Silva Feraud,70,uees.edu.ec,Docente en la Universidad Espíritu Santo,"artificial intelligence, software engineer, machine learning"
Lilián Calderón-Layedra,70,uce.edu.ec,"Profesor de salud comunitaria, Universidad Central del Ecuador","Salud Pública, sistemas de salud, atención primaria de salud, docencia universitaria, evaluación de competencias"
Victor Marquez,70,utm.edu.ec,Universidad Técnica de Manabí,Estadística Ciencia de datos
Josue Acosta Acosta,70,uta.edu.ec,Profesor de Inmunologia y Genética UNIVERSIDAD TECNICA DE AMBATO ECUADOR,"Inmunología, Alergias"
Angel Ramon Sabando Garcia,70,pucesd.edu.ec,"Profesor: Estadística, matemática, Agrícultura, Social","Social, Estadística Aplicada, Econometría"
Luz Martin,70,sangregorio.edu.ec,Universidad San Gregorio de Portoviejp,
Lydia Andrés,70,udla.edu.ec,"Professor, Universidad de las Américas","Anthropology, Ecuador, History, Gender studies, Racism"
"Terán-Herrera,María Belén*",70,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Contabilidad, Administración, Finanzas, Talento Humano"
AURORA MARIA  VILLAVICENCIO PAQUI,70,unl.edu.ec,,
Julio Cesar Hernandez Chilan,70,utm.edu.ec,"profesor de accionamientos eléctricos, Universidad Técnica de Manabí","Generadores sincrónicos de velocidad …, RIBIERSE-CYTED"
SASKYA PATRICIA YANEZ CARRION,70,espe.edu.ec,Docente Universidad de las Fuerzas Armadas,Anestesiología y docencia
Edison Fernando Bonifaz Aranda,69,unach.edu.ec,Profesor Ciencias de la Computación e Informática,"Realidad Aumentada, tecnologia movil, turismo, educacion"
Patricia Henriquez,69,uleam.edu.ec,"Professor of Digital Journalism, Universidad de los Andes","Digital Journalism, educational technology"
MBA. Italo Martillo Pazmiño,69,ug.edu.ec,"Administración de Empresas, Informatica, Finanzas en Excel","Tecnología, Administración, Finanzas en Excel"
Guillermo Andrés Solano Torres,69,cu.ucsg.edu.ec,,"Internal Medicine, Critical Care and Emergency Medicine"
Xavier Riofrio,69,ucuenca.edu.ec,Universidad de Cuenca,Computer Science
Edison Javier Padilla Padilla,69,unae.edu.ec,Docente investigador de la Universidad Nacional de Educación,"Didáctica, Evaluación educativa, Pedagogía, Matemáticas, Tics."
JUAN ANTONIO GUERRERO SOLORZANO,69,uees.edu.ec,"Medicina, Universidad Espiritu Santo","Pediatria, Simulacion, Nefrologia, Gastroenterologia, Alergologia"
Melissa Moreano Venegas,69,uasb.edu.ec,"Universidad Andina Simón Bolívar, sede Quito","Ecología política, geografía crítica, marxismos"
telmo viteri,69,ug.edu.ec,Profesor de la Universidad de Guayaquil,Educación
Hernán Mauricio Domínguez Limaico,69,utn.edu.ec,Universidad Técnica del Norte,"Networking, WSN, SDN/NFV, IoT"
Daniel Vera Paredes,69,unemi.edu.ec,"Profesor de Informatica, Universidad Estatal de Milagro",Ingenieria Informatica
Edwin R. Grijalva,69,ute.edu.ec,Profesor Universidad Técnica Estatal de Quevedo,"Ingeniería Automotriz, Vehículos Híbridos y Eléctricos, Pilas de Combustible"
Edison Coronel-Romero (ORCID:0000-0001-5407-9023),69,unl.edu.ec,"GITIC, Carrera de Ingeniería en Sistemas, Facultad de Energía, Universidad Nacional de …","Systems Development, Business Intelligence, Social Networks, Cloud Computing, Systems Architecture"
Hermel David Ortiz Roman,69,uta.edu.ec,,"trabajo y tecnología, economía, ciencias sociales"
SANTIAGO XAVIER MAFLA ANDRADE,69,pucesi.edu.ec,"Profesor de Microbiología y Biotecnología, Pontificia Universidad Católica del Ecuador sede …","Microbiología, Genética, Biotecnología, Remediación Ambiental"
Patricio Lara Alvarez,69,uti.edu.ec,Universidad Tecnológica Indoamerica,"Informatica, Redes, Dispositivos Móviles"
Bárbara Natalia Sierra,69,puce.edu.ec,"Profesorta de Sociología, Pontificia Universidad Católica del Ecuador","Teoría social, Epistemología"
Melita Vanessa Vega Auquilla,69,uazuay.edu.ec,University of  Azuay,"communications, public relations, social sustainability, content and language integrated learning"
Ricardo Alberto Arcentales Macas,69,unemi.edu.ec,https://orcid.org/0000-0001-8790-9054,"Contabilidad, Administración (Privada y Pública), Marketing y Ventas"
Nikola Petrovic,69,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"financial accounting, financial analysis, market-based accounting research"
ALEXANDRA VIZCAINO,69,itsmaristaloja.edu.ec,Docente en Contabilidad,"Contabilidad, Tributación, Finanzas, Emprendimiento"
Gerardo Vinicio Beltran Serrano,69,ucacue.edu.ec,Professor at the Catholic University of Cuenca,"neuroscience, neuropsychology, chronic pain"
Christian Fernández,69,est.ucacue.edu.ec,"Estudiante de Maestría en Construcciones, Universidad Católica de Cuenca","civil Engineering, architecture"
Diana Paz Gómez,69,flacso.edu.ec,Flacso Ecuador,"public policy, policy design, public-private partnerships, public transport"
Liliana Carolina Caicedo Guale,69,uleam.edu.ec,"Profesora En facultad de Psicología, Universidad Laica Eloy Alfaro de Manabí",Psicología
roxana rodriguez,69,unemi.edu.ec,universidad estatal de milagro,trabajo social y educacion
Robertson Xavier Calle Garcia,69,utm.edu.ec,"Universidad Técnica de Manabí, Ecuador",Ciencias Pedagógicas
Juan Francisco Nicolalde González,69,uide.edu.ec,"Universidad Internacional del Ecuador, UIDE.","Engineering, Material Science, Simulation, Phase Change Materials, Renewable Energy"
Carla Morena Álvarez Velasco,69,iaen.edu.ec,Instituto de Altos Estudios Nacionales,"Seguridad, armas de fuego, violencia, drogas"
RAUL MANUEL GARZON VIVAR Jke,69,unemi.edu.ec,Universidad Estatal de Milagro,"Ambiental, Biodiversidad, Ecoturismo, Ecosistematicos, Ecologia"
Carlos Bruno Jaime,69,utelvt.edu.ec,"Docente de Sistemas de Información, Planificación Estratégica, Universidad Técnica Luis …",Ciencias Administrativas y Económicas
Joselyne Paulette Andramuño Cando,69,tecsu.edu.ec,Scientific Researcher; Docente:Instituto Tecnológico Superior Sudamericano de Guayaquil,"Ingeniería Electrónica, Automatización, Industria 4.0, Sensores Inteligentes, Sistemas Embebidos"
Irelys Sanchez Fernandez,69,uta.edu.ec,"Profesor de Psicología, Universidad Técnica de Ambato",Psicología
Andersson Ramiro Moreno Iñiguez,69,uce.edu.ec,estudiante,derecho
Arturo E Cadena,69,espol.edu.ec,Independent Researcher,"Robotics, Inertial Navigation"
Orlando Roberto Quinteros Pozo,69,uta.edu.ec,"Docente, Universidad Técnica de Ambato","Rumiantes, Eficiencia Biológica, Caracterización productiva, reproducción animal."
Franklin L Sánchez,69,epn.edu.ec,Escuela Politécnica Nacional,"seguridad, privacidad"
Gabriela Cueva,69,puce.edu.ec,"profesor de Química, PUCE",Análisis de alimentos
ALEX BLADIMIR MORA MARCILLO,69,uleam.edu.ec,"Universidad Laica ""Eloy Alfaro"" de Manabí",
Emmanuel Mora Alzate,69,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabi Manuel Félix López,Medicina Veterinaria
Delia Alina Acosta Chavez,69,utm.edu.ec,Universidad Técnica de Manabí,"Economía agraria, Desarrollo económico, Bioeconomía"
ELIZABETH CARMEN ARIAS DOMINGUEZ,69,itb.edu.ec,Instituto Superior Tecnológico Bolivariano de Tecnologías,"contabilidad, comercio exterior, economia, educación"
Segundo F. Vilema-Escudero,68,ecotec.edu.ec,Universidad ECOTEC,"Climate Change, Spatial Economic, Sustainability, Innovation and Policy Public"
Yolanda Cuenca Martínez,68,yachaytech.edu.ec,Yachay Tech University,"Ciclos de refrigeración por absorción, propiedades termofísicas de los fluidos, conductividad témica, intercambio de calor"
Jorge Luis García Bacuilima,68,ups.edu.ec,Universidad Politécnica Salesiana,"Administracion de Empresas, Economía, Contabilidad, Proyectos de Desarrollo"
Guillermo Rodríguez-López,68,ucacue.edu.ec,"Profesor de informática, Universidad Católica de Cuenca","Redes Urbanas, Resiliencia, Tráfico y Movilidad, Business Intelligence, Innovación"
Luis Alberto Alzate Peralta,68,bolivariano.edu.ec,Instituto Superior Universitario Bolivariano de Tecnología,"Educación Médica, Aprendizaje Cooperativo, Pedagogía, Didactica de las ciencias de la salud, Enfermería"
Doris Meza-Bolaños,68,uce.edu.ec,Profesora de la Universidad Central del Ecuador. Facultad de Ciencias Económicas,"Sistemas de Infomación, programación, informática"
Victor Caranqui-Sánchez (https://orcid.org/ 0000-0001-9296-3012),68,utn.edu.ec,Docente Universidad Técnica del Norte,"Inteligencia Artificial, TI, Métodos numéricos, Emprendimiento, Innovación"
STEFANY CRISTINA FLORES ARMAS,68,utn.edu.ec,Universidad Técnica del Norte,"Psicología Educativa, Gestión Educativa, Discapacidades, Vinculación con la Colectividad"
Johannes San Miguel Giralt,68,ug.edu.ec,Universidad de Guayaquil,"arbitraje internacional, derecho de competencia, filosofía del derecho, derecho comparado, comparative law"
Marco Antonio González Escudero,68,uce.edu.ec,Profesor de Ética y Ecoética: Universidad Central del Ecuador / Bioética: UTE,"Ética, Bioética, Investigación, Ciencias de la Salud, Ciencias de la Tierra."
Natalia Angulo Moncayo,68,uce.edu.ec,Docente de la Facultad de Comunicación Social de la Universidad Central del Ecuador,"Comunicación estratégica, comunicación política, ciberpolítica, planificación estratégica"
Olivier Méric,68,uea.edu.ec,"Docente-investigador, Decano Facultad de Ciencias de la Tierra de la Universidad Estatal …","sociolinguistics, pragmatics, discourse analysis, transcreation, sensorial disourse"
Wilson Peñaherrera Acurio,68,uti.edu.ec,Profesor de Informática,Informática
ANGELICA RODRIGUEZ,68,pucesd.edu.ec,PROFESORA DE COSTOS,CONTABILIDAD DE COSTOS
Fernando Mayorga Núñez,68,uta.edu.ec,Universidad Técnica de Ambato,"Economía, Finanzas, Gestión, Temas sociales"
Daisy  Pérez Mato,68,ug.edu.ec,"Profesora de Psicología, Universidad de Guayaquil","bajo rendimiento académico, adulto mayor, dirección científica educacional"
KATHIUSCA PAOLA ECHEVERRIA CAICEDO,68,unemi.edu.ec,Docente de la Carrera de Enfermería,Ciencias de la Salud y Servicio a la …
Ricardo David Haro,68,uce.edu.ec,Profesor de Multilingüe de la Facultad de Filosofía de la Universidad Central del Ecu,"Educación, Language Teaching"
Carlos Luis González Vallejo,68,epn.edu.ec,Consultor Matemático,"Data Science, Statistics, Big Data, Credit Risk, Optimization"
Digna Mejia Caguana,68,ug.edu.ec,Universidad de Guayaquil,Tecnología Educativa
Karina Dayana Cárdenas Paredes,68,indoamerica.edu.ec,"Docente de Derecho, Universidad Tecnológica Indoamérica",Derecho Procesal
Martha Narcisa Loor Fernandez,68,utm.edu.ec,"Docente de Ingles, Universidad Técnica de Manabi","Lingüística, Ingles, Lengua extranjera"
Edison Manuel Arroba,68,iste.edu.ec,Profesor de Marketing: Instituto Superior Universitario España,"Marketing, Administración de Empresas, Vinculación con la Sociedad, Proyectos de Investigación"
Jorge Daniel Mercado Bautista,68,utm.edu.ec,Programa de Maestría en Mecánica mención Eficiencia Energética Instituto de Postgrado,Ingeniería Mecánica
Jorge Tamayo Viera,68,iste.edu.ec,TECNOLÓGICO SUPERIOR UNIVERSITARIO ESPAÑA,ADMINISTRACIÓN
Galaxis Borja Gonzalez,68,uasb.edu.ec,Universidad Andina Simón Bolívar,"Historia cultural, nueva historia política, historia de los impresos, historia conceptual, América Latina durante el siglo XIX"
wilmer omar pilaloa david,68,uagraria.edu.ec,Universidad Agraria del Ecuador,"Agroecologia, nutricion"
David Vera,68,uide.edu.ec,"Profesor de Estadística, Universidad Internacional del Ecuador","Administración, Estadística, Resiliencia, Medicina de estilo de vida"
